9.359444379806518555e-01 -1.135485898703336716e-02
9.348039627075195312e-01 -1.118535082787275314e-02
9.330840110778808594e-01 -1.092541217803955078e-02
9.295909404754638672e-01 -1.038469094783067703e-02
9.256174564361572266e-01 -9.754459373652935028e-03
9.164022803306579590e-01 -8.256173692643642426e-03
9.083425998687744141e-01 -6.925735622644424438e-03
8.990716934204101562e-01 -5.390247330069541931e-03
8.937166333198547363e-01 -4.505267366766929626e-03
8.862983584403991699e-01 -3.285186365246772766e-03
8.782213330268859863e-01 -1.967391930520534515e-03
8.671597242355346680e-01 -1.854543661465868354e-04
8.611806035041809082e-01 7.653823704458773136e-04
8.498365283012390137e-01 2.543195150792598724e-03
8.394219875335693359e-01 4.143333528190851212e-03
8.320791721343994141e-01 5.252380389720201492e-03
8.155851364135742188e-01 7.684086449444293976e-03
8.046928048133850098e-01 9.244062006473541260e-03
7.994698286056518555e-01 9.979019872844219208e-03
7.923800945281982422e-01 1.096310466527938843e-02
7.834265232086181641e-01 1.218352466821670532e-02
7.778149247169494629e-01 1.293574087321758270e-02
7.683238983154296875e-01 1.418581232428550720e-02
7.615151405334472656e-01 1.506552100181579590e-02
7.504519224166870117e-01 1.646460406482219696e-02
7.393556833267211914e-01 1.783059723675251007e-02
7.248882055282592773e-01 1.955611631274223328e-02
7.188364863395690918e-01 2.025946788489818573e-02
6.901714205741882324e-01 2.344563230872154236e-02
6.794233322143554688e-01 2.457926981151103973e-02
6.586953997611999512e-01 2.667326293885707855e-02
6.486243605613708496e-01 2.764719352126121521e-02
6.367238163948059082e-01 2.876172587275505066e-02
6.278200149536132812e-01 2.956991456449031830e-02
6.151733398437500000e-01 3.068026714026927948e-02
6.056016087532043457e-01 3.149127215147018433e-02
5.962851047515869141e-01 3.225635737180709839e-02
5.909699797630310059e-01 3.268212080001831055e-02
5.759224891662597656e-01 3.384486958384513855e-02
5.725080966949462891e-01 3.409991413354873657e-02
5.632284283638000488e-01 3.477661684155464172e-02
5.517328977584838867e-01 3.558119758963584900e-02
5.384608507156372070e-01 3.646330162882804871e-02
5.329907536506652832e-01 3.681211173534393311e-02
5.279154777526855469e-01 3.712798655033111572e-02
5.154297351837158203e-01 3.787296637892723083e-02
5.035181045532226562e-01 3.854062035679817200e-02
4.963796734809875488e-01 3.892032057046890259e-02
4.810514152050018311e-01 3.968320786952972412e-02
4.709608256816864014e-01 4.014581069350242615e-02
4.614452719688415527e-01 4.055286198854446411e-02
4.502989947795867920e-01 4.099320992827415466e-02
4.452171623706817627e-01 4.118081554770469666e-02
4.364447891712188721e-01 4.148515686392784119e-02
4.239495396614074707e-01 4.187569767236709595e-02
4.151677191257476807e-01 4.211982339620590210e-02
4.039172828197479248e-01 4.239590093493461609e-02
3.968485295772552490e-01 4.254826903343200684e-02
3.692578971385955811e-01 4.298823699355125427e-02
3.645895719528198242e-01 4.303854331374168396e-02
3.561796247959136963e-01 4.311177507042884827e-02
3.504427969455718994e-01 4.314905777573585510e-02
3.333236575126647949e-01 4.320006445050239563e-02
3.212439715862274170e-01 4.318296909332275391e-02
3.151175379753112793e-01 4.315790534019470215e-02
3.072602450847625732e-01 4.310996830463409424e-02
2.917834222316741943e-01 4.296468198299407959e-02
2.865725159645080566e-01 4.290092363953590393e-02
2.772517800331115723e-01 4.276863113045692444e-02
2.646915614604949951e-01 4.255405440926551819e-02
2.591831982135772705e-01 4.244699329137802124e-02
2.516801059246063232e-01 4.228863492608070374e-02
2.411174178123474121e-01 4.204137995839118958e-02
2.332080453634262085e-01 4.183768108487129211e-02
2.256691604852676392e-01 4.162874817848205566e-02
2.015374153852462769e-01 4.086117073893547058e-02
1.961681246757507324e-01 4.066928848624229431e-02
1.723872572183609009e-01 3.971992805600166321e-02
1.564204096794128418e-01 3.898193687200546265e-02
1.438022404909133911e-01 3.833249956369400024e-02
1.420082896947860718e-01 3.823491185903549194e-02
1.133988052606582642e-01 3.646649047732353210e-02
9.903807193040847778e-02 3.539175167679786682e-02
7.513647526502609253e-02 3.319835290312767029e-02
6.980089843273162842e-02 3.261682763695716858e-02
5.382993817329406738e-02 3.059317357838153839e-02
3.796193748712539673e-02 2.798401750624179840e-02
2.433148026466369629e-02 2.494385838508605957e-02
1.975969970226287842e-02 2.365733310580253601e-02
1.260862313210964203e-02 2.121152170002460480e-02
7.043377496302127838e-03 1.872777566313743591e-02
2.270609606057405472e-03 1.582418382167816162e-02
-1.430381555110216141e-03 1.239033322781324387e-02
-3.416945459321141243e-03 8.918897248804569244e-03
-3.830529283732175827e-03 7.225295994430780411e-03
-3.283476689830422401e-03 2.514838706701993942e-03
-3.062037983909249306e-03 1.952466205693781376e-03
-1.822009100578725338e-03 -3.577860479708760977e-04
-1.393750193528831005e-03 -9.875077521428465843e-04
1.587877748534083366e-03 -4.407503176480531693e-03
2.912817755714058876e-03 -5.625423509627580643e-03
5.066817160695791245e-03 -7.383191026747226715e-03
6.578098982572555542e-03 -8.495368994772434235e-03
9.989909827709197998e-03 -1.074239611625671387e-02
1.453828345984220505e-02 -1.332888100296258926e-02
2.090890519320964813e-02 -1.641302742063999176e-02
2.810395322740077972e-02 -1.937198638916015625e-02
3.117224387824535370e-02 -2.050674334168434143e-02
4.130849242210388184e-02 -2.385249547660350800e-02
5.251982808113098145e-02 -2.701975591480731964e-02
6.546813249588012695e-02 -3.019875660538673401e-02
7.504099607467651367e-02 -3.230918571352958679e-02
8.693836629390716553e-02 -3.471683710813522339e-02
1.019591838121414185e-01 -3.748984262347221375e-02
1.146978661417961121e-01 -3.965507075190544128e-02
1.236983165144920349e-01 -4.109803959727287292e-02
1.338814646005630493e-01 -4.265383258461952209e-02
1.483735144138336182e-01 -4.474116489291191101e-02
1.584996581077575684e-01 -4.611866176128387451e-02
1.791597306728363037e-01 -4.873928055167198181e-02
1.933274120092391968e-01 -5.039788782596588135e-02
2.050033956766128540e-01 -5.168391019105911255e-02
2.116568237543106079e-01 -5.238477513194084167e-02
2.221462577581405640e-01 -5.344338342547416687e-02
2.386230379343032837e-01 -5.499328300356864929e-02
2.532535791397094727e-01 -5.625528469681739807e-02
2.636132240295410156e-01 -5.708454176783561707e-02
2.770214676856994629e-01 -5.807923898100852966e-02
2.850886881351470947e-01 -5.863519385457038879e-02
2.941485643386840820e-01 -5.922166630625724792e-02
3.121631443500518799e-01 -6.026945263147354126e-02
3.280113339424133301e-01 -6.106197088956832886e-02
3.337147533893585205e-01 -6.131784617900848389e-02
3.461550176143646240e-01 -6.182244792580604553e-02
3.605774343013763428e-01 -6.231644377112388611e-02
3.810902833938598633e-01 -6.285312026739120483e-02
3.992723524570465088e-01 -6.316889077425003052e-02
4.074821472167968750e-01 -6.326312571763992310e-02
4.165862500667572021e-01 -6.333294510841369629e-02
4.355948865413665771e-01 -6.336311995983123779e-02
4.492601752281188965e-01 -6.329011917114257812e-02
4.597218334674835205e-01 -6.318181753158569336e-02
4.672137796878814697e-01 -6.307675689458847046e-02
4.801025688648223877e-01 -6.284318119287490845e-02
5.005385279655456543e-01 -6.233853474259376526e-02
5.208650231361389160e-01 -6.167751550674438477e-02
5.291457772254943848e-01 -6.136378273367881775e-02
5.424172878265380859e-01 -6.080828607082366943e-02
5.556187033653259277e-01 -6.019224226474761963e-02
5.632268190383911133e-01 -5.980881676077842712e-02
5.736978650093078613e-01 -5.924751982092857361e-02
5.784373283386230469e-01 -5.898077413439750671e-02
5.862466692924499512e-01 -5.852406844496726990e-02
5.921118855476379395e-01 -5.816708505153656006e-02
6.002052426338195801e-01 -5.765489488840103149e-02
6.101588010787963867e-01 -5.699401348829269409e-02
6.258206367492675781e-01 -5.588528141379356384e-02
6.355063319206237793e-01 -5.515773966908454895e-02
6.438910365104675293e-01 -5.450216680765151978e-02
6.508318781852722168e-01 -5.394149944186210632e-02
6.564569473266601562e-01 -5.347516387701034546e-02
6.677546501159667969e-01 -5.250639840960502625e-02
6.799354553222656250e-01 -5.141403526067733765e-02
6.901348233222961426e-01 -5.046143010258674622e-02
6.960490345954895020e-01 -4.989337921142578125e-02
7.053948640823364258e-01 -4.897241666913032532e-02
7.174553275108337402e-01 -4.774242639541625977e-02
7.225748300552368164e-01 -4.720640182495117188e-02
7.302017211914062500e-01 -4.639270901679992676e-02
7.355892062187194824e-01 -4.580723121762275696e-02
